Title,Rating,Votes,Duration
381. Christmas Slasher,N/A,N/A,N/A
382. Trolled,4.4,19,1h 20m
383. Haunted Universities 3,5.4,305,1h 59m
384. Suckers,3.3,118,1h 7m
385. Noise,5.9,19,1h 35m
386. Ghatikachalam,7,5,N/A
387. Scurry,7.5,22,1h 30m
388. Death Streamer,3,225,1h 12m
389. Clownface 3,10,34,1h 44m
390. Name the Demon,3.5,161,1h 17m
391. Where is My Head?,6.8,80,1h 30m
392. The Last Nightmare Part One,6,75,50m
393. Heretics,5.9,34,1h 23m
394. Ouija Castle,3.6,99,N/A
395. Five Friends,6.7,855,1h 52m
396. Riders,6.4,448,1h 45m
397. Las Tias,4.8,249,1h 27m
398. History of Evil,3.4,816,1h 38m
399. H.P. Lovecraft's the Shadow Over Innsmouth,7.7,12,N/A
400. The Devil's Disciples,8.9,36,1h 22m
401. A Stranger in the Woods,4.1,464,1h 24m
402. Üç Harfliler: Nazar,5.4,99,1h 34m
403. The Ritual,N/A,N/A,1h 40m
404. Scared Shitless,6.1,204,1h 16m
405. House on Haunted Hill,2.9,33,N/A
406. Ghost Game,3.4,276,1h 26m
407. Campton Manor,3.4,219,1h 23m
408. Shark Island,4,114,1h 21m
409. The Carters,5.5,13,N/A
"410. Hemet, or the Landlady Don't Drink Tea",4.4,86,1h 29m
411. House of Ashes,6.7,28,1h 35m
412. Aiden,2.6,117,1h 14m
413. Dracula: The Count's Kin,5,44,N/A
414. Mister Sleep,3.4,171,1h 34m
415. Sattam En Kaiyil,8,2.2,2h 4m
416. Bag of Lies,3.8,568,1h 36m
417. Devil,4.6,1.6,1h 58m
418. Broken Bird,5.8,117,1h 39m
419. Crispy,3.5,80,1h 16m
420. Finger Licking,4.7,11,N/A
421. Bury Your Dead,5.4,77,2h 8m
422. Salsa,5.7,258,1h 40m
423. Mountain Shark,5.1,97,1h 21m
424. Solitude,7.7,24,1h 37m
425. They Turned Us Into Killers,2.8,250,1h 26m
426. Cora,4.7,792,1h 40m
427. Massacre at Femur Creek,7.5,380,1h 22m
428. Kang Mak,6.4,760,2h 2m
429. Camp Blood 9: Bride of Blood,6.9,349,N/A
430. Silence of the Prey,3.8,288,1h 37m
431. Ghost Killer,7.2,60,1h 45m
432. The Boys,4.7,136,2h 11m
433. Coffintooth,N/A,N/A,N/A
434. Una ballena,6,48,1h 48m
435. Dancing Village: The Curse Begins,5.7,4.1,2h 2m
436. Grayson's Encounter,7.3,22,1h 10m
437. Mashaarojinn,10,18,1h 39m
438. Advent,4.6,24,1h 17m
439. The Epidemic,5.8,69,1h 35m
440. Granny,N/A,N/A,40m
441. Head Like a Hole,8.4,8,1h 33m
442. Sengkolo: Malam satu suro,6.1,43,1h 40m
443. The Beast Hand,4.4,6,1h 17m
444. Mandira,6,993,2h 1m
445. A Savior Red,6.4,200,1h 27m
446. Daft State,6.4,42,18+
447. Karkhanu,9,54,N/A
448. Slashercise,5.5,13,58m
449. Lord of Wolves,2.8,138,1h 27m
450. The Sisters,4.7,147,2h 2m
451. Thine Ears Shall Bleed,6,821,1h 42m
"452. Silent Night, Bloody Night 3: Descent",3.8,163,1h 40m
453. The Only Ones,N/A,N/A,N/A
454. Ship of the Damned,2.8,294,1h 28m
455. Vina: Before 7 Days,5.4,573,1h 40m
456. Oye Bhootni Ke,8.6,19,N/A
457. The Train of Death,4.6,667,1h 43m
458. Vertical,5.2,118,1h 51m
459. The A-Frame,7.2,36,1h 22m
460. Hide and Seek,6.1,25,1h 24m
461. Dead Whisper,3.9,545,1h 28m
